Multipole Moment (l),White Hole B-mode Anisotropy,Inflationary B-mode Spectrum
1903.4669338677356,8.972008565452848e-258,3.382404525216116e-10
1909.4589178356714,1.5017863009778937e-259,3.347897686417736e-10
1915.4509018036074,2.477932409771428e-261,3.313824462385806e-10
1921.4428857715432,4.0302652706384895e-263,3.280178266412232e-10
1927.4348697394792,6.461608884290338e-265,3.24695263013506e-10
1933.426853707415,1.0211994222696994e-266,3.2141412010738984e-10
1939.418837675351,1.590901577586883e-268,3.181737740223803e-10
1945.4108216432867,2.4430869460796386e-270,3.149736119706077e-10
1951.4028056112227,3.698259593448764e-272,3.1181303204744374e-10
1957.3947895791584,5.518470438427255e-274,3.0869144300751595e-10
1963.3867735470944,8.117137579778153e-276,3.0560826404596785e-10
1969.3787575150302,1.176928154600511e-277,3.0256292458483463e-10
1975.370741482966,1.682131160850819e-279,2.9955486406439594e-10
1981.362725450902,2.3699141744604456e-281,2.9658353173937676e-10
1987.3547094188377,3.291305833820444e-283,2.936483864798702e-10
1993.3466933867737,4.505746139416384e-285,2.9074889657685776e-10
1999.3386773547095,6.080342699274105e-287,2.8788453955221146e-10
2005.3306613226455,8.088206944308032e-289,2.850548019730567e-10
2011.3226452905812,1.0605699314493944e-290,2.8225917927038853e-10
2017.3146292585172,1.3708477524692197e-292,2.794971755618286e-10
2023.306613226453,1.7466343511006986e-294,2.7676830347841844e-10
2029.298597194389,2.1937019871550883e-296,2.7407208399534417e-10
2035.2905811623248,2.7159146562832496e-298,2.7140804626649497e-10
2041.2825651302608,3.314495757474347e-300,2.6877572746275513e-10
2047.2745490981965,3.9873253590267136e-302,2.661746726139375e-10
2053.2665330661325,4.728340468556635e-304,2.636044344542636e-10
2059.258517034068,5.5271170941191503e-306,2.610645732713051e-10
2065.250501002004,6.368709632198129e-308,2.585546567582937e-10
2071.24248496994,7.23380988110584e-310,2.560742598697225e-10
2077.234468937876,8.099264665157e-312,2.5362296468014924e-10
2083.2264529058116,8.938959097e-314,2.512003602461272e-10
2089.2184368737476,9.72503486e-316,2.488060424711824e-10
2095.2104208416836,1.0429375e-317,2.4643961397376434e-10
2101.2024048096196,1.1025e-319,2.441006839580951e-10
2107.194388777555,1.15e-321,2.4178886808784564e-10
2113.186372745491,1e-323,2.3950378836256954e-10
2119.178356713427,0.0,2.37245072996829e-10
2125.170340681363,0.0,2.350123563019434e-10
2131.1623246492986,0.0,2.3280527857029988e-10
2137.1543086172346,0.0,2.30623485962161e-10
2143.1462925851706,0.0,2.2846663039491228e-10
2149.138276553106,0.0,2.2633436943468692e-10
2155.130260521042,0.0,2.2422636619031251e-10
2161.122244488978,0.0,2.2214228920952427e-10
2167.114228456914,0.0,2.2008181237738946e-10
2173.1062124248497,0.0,2.180446148168894e-10
2179.0981963927857,0.0,2.160303807916098e-10
2185.0901803607217,0.0,2.1403879961048817e-10
2191.0821643286577,0.0,2.1206956553456852e-10
2197.074148296593,0.0,2.1012237768571716e-10
2203.066132264529,0.0,2.0819693995725292e-10
2209.058116232465,0.0,2.0629296092644732e-10
2215.050100200401,0.0,2.0441015376884928e-10
2221.0420841683367,0.0,2.025482361743937e-10
2227.0340681362727,0.0,2.0070693026524931e-10
2233.0260521042087,0.0,1.988859625153699e-10
2239.0180360721442,0.0,1.9708506367170425e-10
2245.0100200400802,0.0,1.9530396867702958e-10
2251.0020040080162,0.0,1.9354241659437072e-10
2256.993987975952,0.0,1.918001505329665e-10
2262.9859719438878,0.0,1.9007691757575098e-10
2268.9779559118238,0.0,1.8837246870831051e-10
