Frequency (Hz),White Hole SGWB,LISA Sensitivity
0.0882859884149515,5.584066284529447e-22,1.0079602998704335e-40
0.09076446072885357,4.180958028021469e-22,1.0083867466216244e-40
0.0933125117507825,3.108703382773325e-22,1.0088402720104078e-40
0.09593209477938242,2.2949655369457137e-22,1.0093221246995408e-40
0.09862521794868784,1.6818189550280717e-22,1.0098336551440058e-40
0.10139394576752918,1.2232038783571813e-22,1.010376318169229e-40
0.10424040070215568,8.827603336625178e-23,1.0109516760333103e-40
0.10716676480328632,6.31998954572278e-23,1.011561401965463e-40
0.11017528137883874,4.4876819797772426e-23,1.0122072841761464e-40
0.11326825671361537,3.159801411795433e-23,1.0128912303374067e-40
0.11644806183726866,2.2055988912608467e-23,1.01361527253485e-40
0.1197171343418967,1.525866181548805e-23,1.0143815726954015e-40
0.12307798025066646,1.0459735253855704e-23,1.0151924284976167e-40
0.1265331759388943,7.102763888012534e-24,1.0160502797738262e-40
0.13008537010905705,4.776628583675027e-24,1.0169577154158474e-40
0.13373728582124964,3.1804217645290074e-24,1.0179174807983426e-40
0.1374917225806419,2.0960205096675663e-24,1.0189324857362563e-40
0.14135155848353956,1.3668753526037626e-24,1.0200058129950574e-40
0.14531975242368952,8.817721281533661e-25,1.021140727374807e-40
0.14939934636052576,5.625301203785424e-25,1.022340685391356e-40
0.1535934676510897,3.547818026459496e-25,1.0236093455802997e-40
0.15790533144741759,2.2113801073743273e-25,1.0249505794516394e-40
0.1623382431612278,1.3617845944424223e-25,1.0263684831254871e-40
0.16689560099780248,8.282259021257322e-26,1.0278673896815791e-40
0.17158089856100048,4.973164772802814e-26,1.029451882257855e-40
0.1763977275314045,2.9471656879843006e-26,1.0311268079359372e-40
0.18134978041964955,1.7230725183629017e-26,1.0328972924540025e-40
0.18644085339704872,9.934934165778583e-27,1.034768755790285e-40
0.1916748492056815,5.647020595086402e-27,1.0367469286633351e-40
0.19705578015018002,3.1629508098481218e-27,1.0388378699981308e-40
0.2025877711735017,1.7450386410464174e-27,1.041047985410264e-40
0.20827506301905144,9.479229312939846e-28,1.0433840467636865e-40
0.21412201548157292,5.067654968582261e-28,1.0458532128609226e-40
0.220133110749303,2.665093288637664e-28,1.0484630513282332e-40
