Frequency (Hz),SGWB Anisotropy,CMB B-mode Correlation,Cross-Correlation
0.08353023195026779,4.8812673228159874e-23,1.5422653722530005e-144,7.528209564689206e-167
0.0858751948484517,3.7038729030874993e-23,5.8807067290299874e-148,2.178139030465849e-170
0.0882859884149515,2.7920331422647234e-23,1.8005296702670904e-151,5.02713851301669e-174
0.09076446072885357,2.0904790140107345e-23,4.399426041801768e-155,9.196907814078909e-178
0.0933125117507825,1.5543516913866625e-23,8.524447955411183e-159,1.3249990097630949e-181
0.09593209477938242,1.147482768472857e-23,1.3013176494135482e-162,1.493239579011649e-185
0.09862521794868784,8.409094775140359e-24,1.554676803729892e-166,1.3073424587276947e-189
0.10139394576752918,6.116019391785907e-24,1.4436036691730009e-170,8.829108034715361e-194
0.10424040070215568,4.41380166831259e-24,1.0345090891666777e-174,4.56611794364842e-198
0.10716676480328632,3.1599947728613904e-24,5.679894607860994e-179,1.7948437271244337e-202
0.11017528137883874,2.2438409898886214e-24,2.3714739379874177e-183,5.321210428508754e-207
0.11326825671361537,1.5799007058977166e-24,7.471879479467254e-188,1.1804827663992978e-211
0.11644806183726866,1.1027994456304234e-24,1.762553734970169e-192,1.9437432818189345e-216
0.1197171343418967,7.629330907744026e-25,3.087643169503843e-197,2.3556651465180396e-221
0.12307798025066646,5.229867626927853e-25,3.983421219074684e-202,2.083276567805617e-226
0.1265331759388943,3.551381944006267e-25,3.7523217031097834e-207,1.332592754452693e-231
0.13008537010905705,2.388314291837514e-25,2.5581394387576723e-212,6.109640982098145e-237
0.13373728582124964,1.5902108822645038e-25,1.2507964591255885e-217,1.989030140799419e-242
0.1374917225806419,1.0480102548337832e-25,4.3454489884616135e-223,4.554075101764861e-248
0.14135155848353956,6.834376763018813e-26,1.0624335606725323e-228,7.261071239311694e-254
0.14531975242368952,4.4088606407668307e-26,1.8101083856385143e-234,7.980515616963634e-260
0.14939934636052576,2.812650601892712e-26,2.127352053738915e-240,5.983498034386457e-266
0.1535934676510897,1.7739090132297483e-26,1.7067850400224094e-246,3.0276813661414483e-272
0.15790533144741759,1.1056900536871638e-26,9.248441486882577e-253,1.022590976415379e-278
0.1623382431612278,6.808922972212113e-27,3.3475222329310405e-259,2.279302103179495e-285
0.16689560099780248,4.141129510628661e-27,8.00247216671416e-266,3.313927364756449e-292
0.17158089856100048,2.4865823864014072e-27,1.2488582587861364e-272,3.105388949409537e-299
0.1763977275314045,1.4735828439921504e-27,1.257161040153812e-279,1.8525309409059843e-306
0.18134978041964955,8.61536259181451e-28,8.063284916848732e-287,6.946812324e-314
0.18644085339704872,4.967467082889292e-28,3.25372546433815e-294,1.616e-321
0.1916748492056815,2.8235102975432014e-28,8.153570237386844e-302,0.0
0.19705578015018002,1.581475404924061e-28,1.252000007609807e-309,0.0
0.2025877711735017,8.725193205232088e-29,1.1619273e-317,0.0
0.20827506301905144,4.739614656469923e-29,0.0,0.0
0.21412201548157292,2.533827484291131e-29,0.0,0.0
0.220133110749303,1.332546644318832e-29,0.0,0.0
